state,year,quarter,reg_user,app_open,district,latitude,longitude
Andhra Pradesh,2022,Q1,2270705,144146671,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2022,Q2,2564165,93383888,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2022,Q2,1086164,51087942,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2022,Q2,3226029,93552701,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2022,Q2,1487589,108172758,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2022,Q2,1928213,181499094,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2022,Q2,1825280,136447455,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2022,Q2,2514794,91997209,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2022,Q2,2552107,95341487,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2022,Q2,1509927,108755384,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2022,Q2,943242,50230853,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2022,Q2,1412848,106157470,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2022,Q2,1714357,103338893,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2022,Q2,2392549,158771722,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2022,Q3,2702234,85780890,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2022,Q3,1147016,46323107,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2022,Q3,3397514,87888969,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2022,Q3,1567520,114185009,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2022,Q3,2030824,181038520,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2022,Q3,1924127,143715547,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2022,Q3,2647100,91146114,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2022,Q3,2685215,86220959,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2022,Q3,1588875,105928407,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2022,Q3,995141,46767889,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2022,Q3,1487140,107976611,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2022,Q3,1805967,97509407,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2022,Q3,2517657,162524274,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2022,Q4,2835087,173720880,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2022,Q4,1204785,72666058,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2022,Q4,3566854,208604256,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2022,Q4,1642503,94432083,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2022,Q4,2128066,136685634,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2022,Q4,2018290,105333688,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2022,Q4,2774365,144773169,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2022,Q4,2813645,156902257,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2022,Q4,1663684,103101986,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2022,Q4,1044490,64406405,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2022,Q4,1556901,93975668,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2022,Q4,1893310,129116752,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2022,Q4,2636036,189655966,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2023,Q1,2965296,98931582,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2023,Q1,1263204,48743038,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2023,Q1,3732544,107253885,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2023,Q1,1719910,112502189,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2023,Q1,2228505,177793392,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2023,Q1,2114023,149581663,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2023,Q1,2900895,103514892,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2023,Q1,2941585,98727644,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2023,Q1,1740294,111993275,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2023,Q1,1094782,55519223,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2023,Q1,1628595,109842928,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2023,Q1,1980446,102965151,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2023,Q1,2755784,164669558,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2023,Q2,3082893,101375784,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2023,Q2,1317771,48040159,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2023,Q2,3877504,115516314,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2023,Q2,1792637,104288559,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2023,Q2,2323796,164437247,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2023,Q2,2202517,142843895,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2023,Q2,3014655,97915941,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2023,Q2,3054956,99723659,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2023,Q2,1811781,113350865,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2023,Q2,1141578,55405616,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2023,Q2,1694843,98586928,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2023,Q2,2059880,116005083,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2023,Q2,2865250,170462384,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2023,Q3,3211557,83823834,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2023,Q3,1375950,44064462,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2023,Q3,4035323,116087299,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2023,Q3,1868997,94303883,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2023,Q3,2421293,152875757,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2023,Q3,2295754,124493256,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2023,Q3,3137289,71855007,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2023,Q3,3177643,73280755,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2023,Q3,1887005,73583227,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2023,Q3,1190571,41978556,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2023,Q3,1764648,78787151,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2023,Q3,2146530,73274852,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2023,Q3,2981337,129032458,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2023,Q4,3329036,143550882,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2023,Q4,1430226,48122562,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2023,Q4,4180797,163404880,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2023,Q4,1939979,69411660,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2023,Q4,2512744,123617506,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2023,Q4,2383042,86461750,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2023,Q4,3251121,132403935,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2023,Q4,3291814,121925706,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2023,Q4,1956706,78993397,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2023,Q4,1236735,42889385,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2023,Q4,1829864,69721701,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2023,Q4,2227243,86297777,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2023,Q4,3089391,143201818,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2024,Q1,3465605,70700482,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2024,Q1,1492803,25384857,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2024,Q1,4349723,183432261,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2024,Q1,2022873,57134465,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2024,Q1,2619335,121235223,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2024,Q1,2484451,115346032,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2024,Q1,3382454,82606973,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2024,Q1,3423998,59203320,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2024,Q1,2037823,73245409,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2024,Q1,1289838,45744793,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2024,Q1,1905157,75306755,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2024,Q1,2319971,59978637,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2024,Q1,3214678,110865896,Chittoor,13.440722754333965,79.02495158966912
Arunachal Pradesh,2018,Q1,498,0,Lower Subansiri,27.538401250981654,93.80956762247315
Arunachal Pradesh,2018,Q1,557,0,Tirap,26.990043153502757,95.49351194648212
Arunachal Pradesh,2018,Q1,7649,0,Papum Pare,27.097255131413192,93.70797449541809
Arunachal Pradesh,2018,Q1,278,0,Anjaw,28.074880813634593,96.54098002533264
Arunachal Pradesh,2018,Q1,270,0,Lower Siang,27.749410324879854,94.92989991302532
Arunachal Pradesh,2018,Q1,66,0,Dibang Valley,28.79447606963002,95.89343382366711
Arunachal Pradesh,2018,Q1,2202,0,West Kameng,27.21697616592989,92.38629886868644
Arunachal Pradesh,2018,Q1,49,0,Shi Yomi,28.60508581059568,94.18724274780601
Arunachal Pradesh,2018,Q1,222,0,East Kameng,27.346282168945873,93.02257544901845
Arunachal Pradesh,2018,Q1,1207,0,Lohit,27.901195156079485,96.14739641630614
Arunachal Pradesh,2018,Q1,210,0,Lepa Rada,27.988270089217625,94.68120862839055
Arunachal Pradesh,2018,Q1,601,0,Lower Dibang Valley,28.111898931588655,95.76685150360692
Arunachal Pradesh,2018,Q1,256,0,Longding,26.885524481237375,95.31547843569659
Arunachal Pradesh,2018,Q1,846,0,West Siang,28.170582370743368,94.79505299902378
Arunachal Pradesh,2018,Q1,22,0,Kamle,27.732714529547994,94.0746560662921
Arunachal Pradesh,2018,Q1,301,0,Upper Siang,28.874395431953317,94.89875229677163
Arunachal Pradesh,2018,Q1,97,0,Kurung Kumey,27.901588206305743,93.35400557688435
Arunachal Pradesh,2018,Q1,192,0,Siang,28.3115209927767,94.90913289889103
Arunachal Pradesh,2018,Q1,88,0,Kra Daadi,27.695903632052435,93.62684641739763
Arunachal Pradesh,2018,Q1,1208,0,Changlang,27.445426105745724,96.02028267869917
Arunachal Pradesh,2018,Q1,39,0,Pakke Kessang,27.16563132439617,93.01256743572682
Arunachal Pradesh,2018,Q1,1803,0,East Siang,28.06129081434907,95.31547843569659
Arunachal Pradesh,2018,Q1,572,0,Upper Subansiri,27.983129934095988,94.22820927937651
Arunachal Pradesh,2018,Q1,1525,0,Tawang,27.578198596594177,91.87574221271315
Arunachal Pradesh,2018,Q1,737,0,Namsai,27.642572097831238,95.86176319180758
Arunachal Pradesh,2018,Q2,724,0,Lower Subansiri,27.538401250981654,93.80956762247315
Arunachal Pradesh,2018,Q2,856,0,Tirap,26.990043153502757,95.49351194648212
Arunachal Pradesh,2018,Q2,11418,0,Papum Pare,27.097255131413192,93.70797449541809
Arunachal Pradesh,2018,Q2,410,0,Anjaw,28.074880813634593,96.54098002533264
Arunachal Pradesh,2018,Q2,494,0,Lower Siang,27.749410324879854,94.92989991302532
Arunachal Pradesh,2018,Q2,112,0,Dibang Valley,28.79447606963002,95.89343382366711
Arunachal Pradesh,2018,Q2,3442,0,West Kameng,27.21697616592989,92.38629886868644
Arunachal Pradesh,2018,Q2,80,0,Shi Yomi,28.60508581059568,94.18724274780601
Arunachal Pradesh,2018,Q2,343,0,East Kameng,27.346282168945873,93.02257544901845
Arunachal Pradesh,2018,Q2,1898,0,Lohit,27.901195156079485,96.14739641630614
Arunachal Pradesh,2018,Q2,318,0,Lepa Rada,27.988270089217625,94.68120862839055
Arunachal Pradesh,2018,Q2,893,0,Lower Dibang Valley,28.111898931588655,95.76685150360692
Arunachal Pradesh,2018,Q2,412,0,Longding,26.885524481237375,95.31547843569659
Arunachal Pradesh,2018,Q2,1224,0,West Siang,28.170582370743368,94.79505299902378
Arunachal Pradesh,2018,Q2,37,0,Kamle,27.732714529547994,94.0746560662921
Arunachal Pradesh,2018,Q2,481,0,Upper Siang,28.874395431953317,94.89875229677163
Arunachal Pradesh,2018,Q2,153,0,Kurung Kumey,27.901588206305743,93.35400557688435
Arunachal Pradesh,2018,Q2,293,0,Siang,28.3115209927767,94.90913289889103
Arunachal Pradesh,2018,Q2,144,0,Kra Daadi,27.695903632052435,93.62684641739763
Arunachal Pradesh,2018,Q2,2014,0,Changlang,27.445426105745724,96.02028267869917
Arunachal Pradesh,2018,Q2,66,0,Pakke Kessang,27.16563132439617,93.01256743572682
Arunachal Pradesh,2018,Q2,2646,0,East Siang,28.06129081434907,95.31547843569659
Arunachal Pradesh,2018,Q2,883,0,Upper Subansiri,27.983129934095988,94.22820927937651
Arunachal Pradesh,2018,Q2,2266,0,Tawang,27.578198596594177,91.87574221271315
Arunachal Pradesh,2018,Q2,1276,0,Namsai,27.642572097831238,95.86176319180758
Arunachal Pradesh,2018,Q3,1033,0,Lower Subansiri,27.538401250981654,93.80956762247315
Arunachal Pradesh,2018,Q3,1226,0,Tirap,26.990043153502757,95.49351194648212
Arunachal Pradesh,2018,Q3,16009,0,Papum Pare,27.097255131413192,93.70797449541809
Arunachal Pradesh,2018,Q3,542,0,Anjaw,28.074880813634593,96.54098002533264
Arunachal Pradesh,2018,Q3,717,0,Lower Siang,27.749410324879854,94.92989991302532
Arunachal Pradesh,2018,Q3,145,0,Dibang Valley,28.79447606963002,95.89343382366711
Arunachal Pradesh,2018,Q3,4765,0,West Kameng,27.21697616592989,92.38629886868644
Arunachal Pradesh,2018,Q3,118,0,Shi Yomi,28.60508581059568,94.18724274780601
Arunachal Pradesh,2018,Q3,521,0,East Kameng,27.346282168945873,93.02257544901845
Arunachal Pradesh,2018,Q3,2612,0,Lohit,27.901195156079485,96.14739641630614
Arunachal Pradesh,2018,Q3,431,0,Lepa Rada,27.988270089217625,94.68120862839055
Arunachal Pradesh,2018,Q3,1286,0,Lower Dibang Valley,28.111898931588655,95.76685150360692
Arunachal Pradesh,2018,Q3,644,0,Longding,26.885524481237375,95.31547843569659
Arunachal Pradesh,2018,Q3,1652,0,West Siang,28.170582370743368,94.79505299902378
Arunachal Pradesh,2018,Q3,65,0,Kamle,27.732714529547994,94.0746560662921
Arunachal Pradesh,2018,Q3,646,0,Upper Siang,28.874395431953317,94.89875229677163
Arunachal Pradesh,2018,Q3,222,0,Kurung Kumey,27.901588206305743,93.35400557688435
Arunachal Pradesh,2018,Q3,373,0,Siang,28.3115209927767,94.90913289889103
Arunachal Pradesh,2018,Q3,190,0,Kra Daadi,27.695903632052435,93.62684641739763
Arunachal Pradesh,2018,Q3,2889,0,Changlang,27.445426105745724,96.02028267869917
Arunachal Pradesh,2018,Q3,103,0,Pakke Kessang,27.16563132439617,93.01256743572682
Arunachal Pradesh,2018,Q3,3590,0,East Siang,28.06129081434907,95.31547843569659
Arunachal Pradesh,2018,Q3,1169,0,Upper Subansiri,27.983129934095988,94.22820927937651
Arunachal Pradesh,2018,Q3,3112,0,Tawang,27.578198596594177,91.87574221271315
Arunachal Pradesh,2018,Q3,1862,0,Namsai,27.642572097831238,95.86176319180758
Arunachal Pradesh,2018,Q4,1459,0,Lower Subansiri,27.538401250981654,93.80956762247315
Arunachal Pradesh,2018,Q4,1684,0,Tirap,26.990043153502757,95.49351194648212
Arunachal Pradesh,2018,Q4,21342,0,Papum Pare,27.097255131413192,93.70797449541809
Arunachal Pradesh,2018,Q4,744,0,Anjaw,28.074880813634593,96.54098002533264
Arunachal Pradesh,2018,Q4,936,0,Lower Siang,27.749410324879854,94.92989991302532
Arunachal Pradesh,2018,Q4,178,0,Dibang Valley,28.79447606963002,95.89343382366711
Arunachal Pradesh,2018,Q4,6492,0,West Kameng,27.21697616592989,92.38629886868644
Arunachal Pradesh,2018,Q4,144,0,Shi Yomi,28.60508581059568,94.18724274780601
Arunachal Pradesh,2018,Q4,691,0,East Kameng,27.346282168945873,93.02257544901845
Arunachal Pradesh,2018,Q4,3588,0,Lohit,27.901195156079485,96.14739641630614
Arunachal Pradesh,2018,Q4,548,0,Lepa Rada,27.988270089217625,94.68120862839055
Arunachal Pradesh,2018,Q4,1827,0,Lower Dibang Valley,28.111898931588655,95.76685150360692
Arunachal Pradesh,2018,Q4,923,0,Longding,26.885524481237375,95.31547843569659
Arunachal Pradesh,2018,Q4,2117,0,West Siang,28.170582370743368,94.79505299902378
Arunachal Pradesh,2018,Q4,109,0,Kamle,27.732714529547994,94.0746560662921
Arunachal Pradesh,2018,Q4,868,0,Upper Siang,28.874395431953317,94.89875229677163
Arunachal Pradesh,2018,Q4,321,0,Kurung Kumey,27.901588206305743,93.35400557688435
Arunachal Pradesh,2018,Q4,483,0,Siang,28.3115209927767,94.90913289889103
Arunachal Pradesh,2018,Q4,255,0,Kra Daadi,27.695903632052435,93.62684641739763
Arunachal Pradesh,2018,Q4,4036,0,Changlang,27.445426105745724,96.02028267869917
Arunachal Pradesh,2018,Q4,138,0,Pakke Kessang,27.16563132439617,93.01256743572682
Arunachal Pradesh,2018,Q4,4813,0,East Siang,28.06129081434907,95.31547843569659
Arunachal Pradesh,2018,Q4,1576,0,Upper Subansiri,27.983129934095988,94.22820927937651
Arunachal Pradesh,2018,Q4,4085,0,Tawang,27.578198596594177,91.87574221271315
Arunachal Pradesh,2018,Q4,2495,0,Namsai,27.642572097831238,95.86176319180758
Arunachal Pradesh,2019,Q1,1879,0,Lower Subansiri,27.538401250981654,93.80956762247315
Arunachal Pradesh,2019,Q1,2082,0,Tirap,26.990043153502757,95.49351194648212
Arunachal Pradesh,2019,Q1,26298,0,Papum Pare,27.097255131413192,93.70797449541809
Arunachal Pradesh,2019,Q1,934,0,Anjaw,28.074880813634593,96.54098002533264
Arunachal Pradesh,2019,Q1,1123,0,Lower Siang,27.749410324879854,94.92989991302532
Arunachal Pradesh,2019,Q1,211,0,Dibang Valley,28.79447606963002,95.89343382366711
Arunachal Pradesh,2019,Q1,8115,0,West Kameng,27.21697616592989,92.38629886868644
Arunachal Pradesh,2019,Q1,186,0,Shi Yomi,28.60508581059568,94.18724274780601
Arunachal Pradesh,2019,Q1,876,0,East Kameng,27.346282168945873,93.02257544901845
Arunachal Pradesh,2019,Q1,4416,0,Lohit,27.901195156079485,96.14739641630614
Arunachal Pradesh,2019,Q1,710,0,Lepa Rada,27.988270089217625,94.68120862839055
Arunachal Pradesh,2019,Q1,2314,0,Lower Dibang Valley,28.111898931588655,95.76685150360692
Arunachal Pradesh,2019,Q1,1152,0,Longding,26.885524481237375,95.31547843569659
Arunachal Pradesh,2019,Q1,2656,0,West Siang,28.170582370743368,94.79505299902378
Arunachal Pradesh,2019,Q1,141,0,Kamle,27.732714529547994,94.0746560662921
Arunachal Pradesh,2019,Q1,1125,0,Upper Siang,28.874395431953317,94.89875229677163
Arunachal Pradesh,2019,Q1,385,0,Kurung Kumey,27.901588206305743,93.35400557688435
