state,year,quarter,count,amount,pincode
Andhra Pradesh,2023,Q2,8876516,14619851366,530026
Andhra Pradesh,2023,Q3,19950308,30481660224,517501
Andhra Pradesh,2023,Q3,18601251,30773975506,517507
Andhra Pradesh,2023,Q3,14464077,22560828048,530016
Andhra Pradesh,2023,Q3,14092751,23787806855,515001
Andhra Pradesh,2023,Q3,12583902,21578557371,520010
Andhra Pradesh,2023,Q3,11433335,19448338656,518002
Andhra Pradesh,2023,Q3,11173043,22836561775,516001
Andhra Pradesh,2023,Q3,10750550,17171820378,520011
Andhra Pradesh,2023,Q3,10452102,18289265117,520007
Andhra Pradesh,2023,Q3,10339712,15999035745,530026
Andhra Pradesh,2023,Q4,20947807,31651864587,517501
Andhra Pradesh,2023,Q4,19563362,31704706880,517507
Andhra Pradesh,2023,Q4,15058936,24656474833,515001
Andhra Pradesh,2023,Q4,14807835,22908401482,530016
Andhra Pradesh,2023,Q4,13194498,22073842410,520010
Andhra Pradesh,2023,Q4,12622748,20976834312,518002
Andhra Pradesh,2023,Q4,12291648,23977992414,516001
Andhra Pradesh,2023,Q4,11506163,18122767533,520011
Andhra Pradesh,2023,Q4,11138627,19087862152,520007
Andhra Pradesh,2023,Q4,10776659,16712123451,530026
Andhra Pradesh,2024,Q1,22460833,32476323910,517501
Andhra Pradesh,2024,Q1,21155088,32810583577,517507
Andhra Pradesh,2024,Q1,15780104,24793022275,515001
Andhra Pradesh,2024,Q1,15216493,23101693785,530016
Andhra Pradesh,2024,Q1,13579522,21708522175,518002
Andhra Pradesh,2024,Q1,13437224,22023579078,520010
Andhra Pradesh,2024,Q1,13395301,25036328694,516001
Andhra Pradesh,2024,Q1,11732309,19602587978,520007
Andhra Pradesh,2024,Q1,11686035,18051723195,520011
Andhra Pradesh,2024,Q1,11146646,17184045480,530026
Arunachal Pradesh,2018,Q1,4253,8605127,791110
Arunachal Pradesh,2018,Q1,4207,9841038,791111
Arunachal Pradesh,2018,Q1,3286,5671981,791102
Arunachal Pradesh,2018,Q1,2704,4457038,790116
Arunachal Pradesh,2018,Q1,2114,4578762,790104
Arunachal Pradesh,2018,Q1,2112,3137887,791109
Arunachal Pradesh,2018,Q1,2097,3667031,792131
Arunachal Pradesh,2018,Q1,2041,5020173,791001
Arunachal Pradesh,2018,Q1,1955,6492923,791113
Arunachal Pradesh,2018,Q1,1865,2638135,792001
Arunachal Pradesh,2018,Q2,7878,19894634,791110
Arunachal Pradesh,2018,Q2,7239,20302894,791111
Arunachal Pradesh,2018,Q2,6046,11116134,791102
Arunachal Pradesh,2018,Q2,4689,11109804,790116
Arunachal Pradesh,2018,Q2,4436,10757634,790104
Arunachal Pradesh,2018,Q2,4342,9787595,792131
Arunachal Pradesh,2018,Q2,4159,10355129,791113
Arunachal Pradesh,2018,Q2,3885,10332844,792103
Arunachal Pradesh,2018,Q2,3638,13733030,792102
Arunachal Pradesh,2018,Q2,3486,8901023,791109
Arunachal Pradesh,2018,Q3,13489,28577947,791110
Arunachal Pradesh,2018,Q3,10508,33766761,791111
Arunachal Pradesh,2018,Q3,9777,18868814,791102
Arunachal Pradesh,2018,Q3,8636,14623073,791109
Arunachal Pradesh,2018,Q3,6870,19935455,790116
Arunachal Pradesh,2018,Q3,6672,16204421,792103
Arunachal Pradesh,2018,Q3,6434,18213474,790104
Arunachal Pradesh,2018,Q3,6307,16330131,792001
Arunachal Pradesh,2018,Q3,6191,14657152,791113
Arunachal Pradesh,2018,Q3,5120,16131802,792102
Arunachal Pradesh,2018,Q4,18305,50770919,791110
Arunachal Pradesh,2018,Q4,14891,50578761,791111
Arunachal Pradesh,2018,Q4,11990,28553763,791102
Arunachal Pradesh,2018,Q4,10791,42561249,790116
Arunachal Pradesh,2018,Q4,8743,23841863,792103
Arunachal Pradesh,2018,Q4,8727,28710303,790104
Arunachal Pradesh,2018,Q4,8156,19785304,791113
Arunachal Pradesh,2018,Q4,7660,17851253,791109
Arunachal Pradesh,2018,Q4,7520,18988989,792001
Arunachal Pradesh,2018,Q4,6597,21188725,792102
Arunachal Pradesh,2019,Q1,21769,56305175,791110
Arunachal Pradesh,2019,Q1,18706,57464660,791111
Arunachal Pradesh,2019,Q1,14504,35128890,791102
Arunachal Pradesh,2019,Q1,13724,44410163,790116
Arunachal Pradesh,2019,Q1,11691,24669479,791109
Arunachal Pradesh,2019,Q1,10893,28900698,791113
Arunachal Pradesh,2019,Q1,10231,29899156,790104
Arunachal Pradesh,2019,Q1,10190,28841570,792103
Arunachal Pradesh,2019,Q1,9575,24797020,792001
Arunachal Pradesh,2019,Q1,9149,26500818,790101
Arunachal Pradesh,2019,Q2,28827,80501052,791110
Arunachal Pradesh,2019,Q2,24040,77741634,791111
Arunachal Pradesh,2019,Q2,14906,38658949,791102
Arunachal Pradesh,2019,Q2,13929,48120977,790116
Arunachal Pradesh,2019,Q2,12970,37636424,791113
Arunachal Pradesh,2019,Q2,12562,43392107,790104
Arunachal Pradesh,2019,Q2,12214,28228154,791109
Arunachal Pradesh,2019,Q2,11232,29778429,792001
Arunachal Pradesh,2019,Q2,11076,30442992,792103
Arunachal Pradesh,2019,Q2,10926,36302058,790101
Arunachal Pradesh,2019,Q3,38560,104152420,791110
Arunachal Pradesh,2019,Q3,32844,92522169,791111
Arunachal Pradesh,2019,Q3,20744,50221808,791102
Arunachal Pradesh,2019,Q3,19591,49174022,791113
Arunachal Pradesh,2019,Q3,19201,53454221,790116
Arunachal Pradesh,2019,Q3,18759,57742402,790104
Arunachal Pradesh,2019,Q3,17253,38310432,792103
Arunachal Pradesh,2019,Q3,15882,43198540,790101
Arunachal Pradesh,2019,Q3,15645,35020210,792001
Arunachal Pradesh,2019,Q3,14867,29287244,791109
Arunachal Pradesh,2019,Q4,46210,135166318,791110
Arunachal Pradesh,2019,Q4,38960,109780309,791111
Arunachal Pradesh,2019,Q4,25720,67044021,791113
Arunachal Pradesh,2019,Q4,25493,64172690,791102
Arunachal Pradesh,2019,Q4,23418,71137191,790104
Arunachal Pradesh,2019,Q4,22297,45950095,792103
Arunachal Pradesh,2019,Q4,22263,69716144,790101
Arunachal Pradesh,2019,Q4,21777,62382535,790116
Arunachal Pradesh,2019,Q4,18262,41638209,792001
Arunachal Pradesh,2019,Q4,17833,33159442,791109
Arunachal Pradesh,2020,Q1,53858,134164730,791110
Arunachal Pradesh,2020,Q1,44651,118592432,791111
Arunachal Pradesh,2020,Q1,40087,114373417,791113
Arunachal Pradesh,2020,Q1,30846,73201195,791102
Arunachal Pradesh,2020,Q1,27462,65003236,792103
Arunachal Pradesh,2020,Q1,25027,68279455,790116
Arunachal Pradesh,2020,Q1,24414,66277727,790104
Arunachal Pradesh,2020,Q1,23370,55255805,792001
Arunachal Pradesh,2020,Q1,22588,54519489,791001
Arunachal Pradesh,2020,Q1,22374,43679801,791109
Arunachal Pradesh,2020,Q2,66660,161486745,791110
Arunachal Pradesh,2020,Q2,58840,143307742,791111
Arunachal Pradesh,2020,Q2,50996,97581020,791102
Arunachal Pradesh,2020,Q2,49710,128006452,791113
Arunachal Pradesh,2020,Q2,39797,83935770,792103
Arunachal Pradesh,2020,Q2,38760,84597533,791001
Arunachal Pradesh,2020,Q2,34466,94485243,790104
Arunachal Pradesh,2020,Q2,33392,72498626,792001
Arunachal Pradesh,2020,Q2,28051,69882584,790116
Arunachal Pradesh,2020,Q2,27329,80597964,790101
Arunachal Pradesh,2020,Q3,85276,286434881,791113
Arunachal Pradesh,2020,Q3,83578,224119989,791110
Arunachal Pradesh,2020,Q3,73373,201615153,791111
Arunachal Pradesh,2020,Q3,59485,147103673,791102
Arunachal Pradesh,2020,Q3,43165,97856482,792103
Arunachal Pradesh,2020,Q3,42704,140524891,790104
Arunachal Pradesh,2020,Q3,40143,98429547,792001
Arunachal Pradesh,2020,Q3,39931,105026195,791001
Arunachal Pradesh,2020,Q3,34849,106829704,790116
Arunachal Pradesh,2020,Q3,31126,106324283,790101
Arunachal Pradesh,2020,Q4,115682,355243299,791110
Arunachal Pradesh,2020,Q4,100879,340893583,791113
Arunachal Pradesh,2020,Q4,96702,282834295,791111
Arunachal Pradesh,2020,Q4,74774,202391786,791102
Arunachal Pradesh,2020,Q4,53234,132562026,792103
Arunachal Pradesh,2020,Q4,51950,144602123,791001
Arunachal Pradesh,2020,Q4,51529,123814287,792001
Arunachal Pradesh,2020,Q4,51050,182176489,790104
Arunachal Pradesh,2020,Q4,40492,120719478,790116
Arunachal Pradesh,2020,Q4,36197,118862457,790101
Arunachal Pradesh,2021,Q1,127025,394958954,791113
Arunachal Pradesh,2021,Q1,119184,404502103,791110
Arunachal Pradesh,2021,Q1,89356,307014656,791111
Arunachal Pradesh,2021,Q1,68000,211432038,791102
Arunachal Pradesh,2021,Q1,53040,141156670,792103
Arunachal Pradesh,2021,Q1,50407,164065117,791001
Arunachal Pradesh,2021,Q1,48954,130623865,792001
Arunachal Pradesh,2021,Q1,39581,151312863,790104
Arunachal Pradesh,2021,Q1,39332,128400296,791109
Arunachal Pradesh,2021,Q1,38205,115157748,790116
Arunachal Pradesh,2021,Q2,170268,432196673,791113
Arunachal Pradesh,2021,Q2,160245,449983951,791110
Arunachal Pradesh,2021,Q2,122368,333974912,791111
Arunachal Pradesh,2021,Q2,87524,235678147,791102
Arunachal Pradesh,2021,Q2,76949,179343401,792103
Arunachal Pradesh,2021,Q2,68927,214550532,791001
Arunachal Pradesh,2021,Q2,64602,146046509,792001
Arunachal Pradesh,2021,Q2,52742,184653080,790104
Arunachal Pradesh,2021,Q2,52323,145624699,790116
Arunachal Pradesh,2021,Q2,48726,157622337,790101
Arunachal Pradesh,2021,Q3,225427,582965112,791113
Arunachal Pradesh,2021,Q3,207417,603165812,791110
Arunachal Pradesh,2021,Q3,153845,442067361,791111
Arunachal Pradesh,2021,Q3,105715,296166087,791102
Arunachal Pradesh,2021,Q3,88032,194244543,792103
Arunachal Pradesh,2021,Q3,80894,180486995,792001
Arunachal Pradesh,2021,Q3,77128,259793926,791001
Arunachal Pradesh,2021,Q3,66461,197947119,790116
Arunachal Pradesh,2021,Q3,65008,261069265,790104
Arunachal Pradesh,2021,Q3,61516,220804392,790101
Arunachal Pradesh,2021,Q4,279958,685093585,791113
Arunachal Pradesh,2021,Q4,258928,718387355,791110
Arunachal Pradesh,2021,Q4,206496,557846901,791111
Arunachal Pradesh,2021,Q4,134017,368703032,791102
Arunachal Pradesh,2021,Q4,115871,238038756,792103
Arunachal Pradesh,2021,Q4,101771,220359430,792001
Arunachal Pradesh,2021,Q4,93449,317887115,791001
Arunachal Pradesh,2021,Q4,84621,218599005,791109
Arunachal Pradesh,2021,Q4,81804,235869670,790116
Arunachal Pradesh,2021,Q4,77658,269438817,790101
Arunachal Pradesh,2022,Q1,336780,819363323,791113
Arunachal Pradesh,2022,Q1,332485,853173424,791110
Arunachal Pradesh,2022,Q1,262617,658150204,791111
Arunachal Pradesh,2022,Q1,159945,417052440,791102
Arunachal Pradesh,2022,Q1,129210,277477788,792103
Arunachal Pradesh,2022,Q1,121068,265189556,792001
Arunachal Pradesh,2022,Q1,111918,254266306,791109
Arunachal Pradesh,2022,Q1,105769,364396148,791001
Arunachal Pradesh,2022,Q1,84017,238200426,792110
Arunachal Pradesh,2022,Q1,82546,221708919,790116
Arunachal Pradesh,2022,Q2,449672,1063144517,791110
Arunachal Pradesh,2022,Q2,365813,825171645,791111
Arunachal Pradesh,2022,Q2,293972,636386755,791113
Arunachal Pradesh,2022,Q2,202400,506976441,791102
Arunachal Pradesh,2022,Q2,171123,328590056,792103
Arunachal Pradesh,2022,Q2,168260,347653259,792001
Arunachal Pradesh,2022,Q2,160963,328923537,791109
Arunachal Pradesh,2022,Q2,138781,429415327,791001
Arunachal Pradesh,2022,Q2,104904,274482044,792110
Arunachal Pradesh,2022,Q2,104888,264639160,790116
Arunachal Pradesh,2022,Q3,493396,989512226,791110
Arunachal Pradesh,2022,Q3,430374,859784995,791111
Arunachal Pradesh,2022,Q3,350164,659314612,791113
Arunachal Pradesh,2022,Q3,223033,502704075,791102
Arunachal Pradesh,2022,Q3,177984,312906039,792001
Arunachal Pradesh,2022,Q3,171234,304861466,791109
Arunachal Pradesh,2022,Q3,168900,302218714,792103
Arunachal Pradesh,2022,Q3,156417,457311028,791001
Arunachal Pradesh,2022,Q3,122875,208103072,791112
Arunachal Pradesh,2022,Q3,119024,273945831,790116
Arunachal Pradesh,2022,Q4,579246,1065690345,791110
Arunachal Pradesh,2022,Q4,486688,876349333,791111
Arunachal Pradesh,2022,Q4,386008,654736963,791113
Arunachal Pradesh,2022,Q4,261421,545042068,791102
Arunachal Pradesh,2022,Q4,210161,343379974,792103
Arunachal Pradesh,2022,Q4,208541,333708831,792001
Arunachal Pradesh,2022,Q4,204796,538239069,791001
Arunachal Pradesh,2022,Q4,199942,337367639,791109
Arunachal Pradesh,2022,Q4,153846,233172634,791112
Arunachal Pradesh,2022,Q4,140090,339456055,791120
Arunachal Pradesh,2023,Q1,1008590,1865632904,791110
Arunachal Pradesh,2023,Q1,831426,1477332363,791111
Arunachal Pradesh,2023,Q1,649989,1121559593,791113
Arunachal Pradesh,2023,Q1,447995,903434926,791102
Arunachal Pradesh,2023,Q1,366870,889778955,791001
Arunachal Pradesh,2023,Q1,365583,601422665,792103
Arunachal Pradesh,2023,Q1,362357,596015826,792001
Arunachal Pradesh,2023,Q1,346011,598732770,791109
Arunachal Pradesh,2023,Q1,271249,420585957,791112
Arunachal Pradesh,2023,Q1,257655,541516308,792110
Arunachal Pradesh,2023,Q2,1284096,2250046634,791110
Arunachal Pradesh,2023,Q2,1052500,1803211887,791111
Arunachal Pradesh,2023,Q2,876188,1385591554,791113
Arunachal Pradesh,2023,Q2,562332,1044263267,791102
Arunachal Pradesh,2023,Q2,513980,1133981925,791001
Arunachal Pradesh,2023,Q2,457250,726708001,792103
Arunachal Pradesh,2023,Q2,438532,644916082,792001
Arunachal Pradesh,2023,Q2,427364,717696530,791109
Arunachal Pradesh,2023,Q2,345029,495018656,791112
Arunachal Pradesh,2023,Q2,332910,680619706,791120
Arunachal Pradesh,2023,Q3,1661134,2365086913,791110
Arunachal Pradesh,2023,Q3,1363251,2020637254,791111
Arunachal Pradesh,2023,Q3,1115065,1447139650,791113
Arunachal Pradesh,2023,Q3,662599,1099829972,791102
Arunachal Pradesh,2023,Q3,635902,1214170402,791001
Arunachal Pradesh,2023,Q3,538935,750620162,791109
Arunachal Pradesh,2023,Q3,516124,679740795,792001
Arunachal Pradesh,2023,Q3,505774,687112229,792103
Arunachal Pradesh,2023,Q3,463102,802542628,791120
Arunachal Pradesh,2023,Q3,419810,520025156,791112
Arunachal Pradesh,2023,Q4,1837445,2669223628,791110
Arunachal Pradesh,2023,Q4,1463009,2158311042,791111
Arunachal Pradesh,2023,Q4,1226209,1586909437,791113
Arunachal Pradesh,2023,Q4,779414,1466258662,791001
Arunachal Pradesh,2023,Q4,778294,1278523505,791102
Arunachal Pradesh,2023,Q4,579758,799703507,791109
Arunachal Pradesh,2023,Q4,575462,765356932,792001
Arunachal Pradesh,2023,Q4,571430,822938257,792103
Arunachal Pradesh,2023,Q4,531436,928337413,791120
Arunachal Pradesh,2023,Q4,472443,597926276,791112
Arunachal Pradesh,2024,Q1,2082578,2959703330,791110
Arunachal Pradesh,2024,Q1,1584307,2253195714,791111
Arunachal Pradesh,2024,Q1,1354732,1740628606,791113
Arunachal Pradesh,2024,Q1,902992,1622848527,791001
Arunachal Pradesh,2024,Q1,877547,1385692579,791102
Arunachal Pradesh,2024,Q1,657657,891035112,791109
Arunachal Pradesh,2024,Q1,648398,907048711,792103
Arunachal Pradesh,2024,Q1,624124,855284007,792001
Arunachal Pradesh,2024,Q1,584351,961217731,791120
Arunachal Pradesh,2024,Q1,539989,901813371,792110
Assam,2018,Q1,36278,55685104,782127
Assam,2018,Q1,19015,29531618,782126
Assam,2018,Q1,17827,17537571,781010
Assam,2018,Q1,12544,16344758,781032
Assam,2018,Q1,12320,11675419,781039
Assam,2018,Q1,11160,21394161,781022
Assam,2018,Q1,10964,14211878,781001
Assam,2018,Q1,9017,11227244,781005
Assam,2018,Q1,8676,13458100,781038
Assam,2018,Q1,8395,9021445,782123
Assam,2018,Q2,48384,116170095,782127
Assam,2018,Q2,28765,34543064,781010
Assam,2018,Q2,23020,37069985,781032
Assam,2018,Q2,21573,43770461,782126
Assam,2018,Q2,18670,42156397,781022
Assam,2018,Q2,16484,28303495,781001
Assam,2018,Q2,16265,16302454,781039
Assam,2018,Q2,14557,27844594,781038
Assam,2018,Q2,13501,14412327,781308
Assam,2018,Q2,13067,12434331,782123
Assam,2018,Q3,53744,63112506,781010
Assam,2018,Q3,34599,82030505,782127
Assam,2018,Q3,33634,64706017,781032
Assam,2018,Q3,28483,65165029,781022
Assam,2018,Q3,23772,46640754,781001
Assam,2018,Q3,23417,24795434,781039
Assam,2018,Q3,20581,41002558,781038
Assam,2018,Q3,20313,31377434,783380
Assam,2018,Q3,20256,36590779,781308
Assam,2018,Q3,20134,24505351,781136
Assam,2018,Q4,191097,40365958,782123
Assam,2018,Q4,59167,55990370,782127
Assam,2018,Q4,51149,98762225,781032
Assam,2018,Q4,48402,33450786,782003
Assam,2018,Q4,44539,104401373,781022
Assam,2018,Q4,43288,77616354,781010
Assam,2018,Q4,38675,31863173,782126
Assam,2018,Q4,35778,72836714,781001
Assam,2018,Q4,34279,45240498,781319
Assam,2018,Q4,31676,62489723,781038
Assam,2019,Q1,503839,1078124661,781010
Assam,2019,Q1,62258,120121843,781032
Assam,2019,Q1,57692,41044662,781039
Assam,2019,Q1,55124,119978294,781022
Assam,2019,Q1,46667,41897236,782123
Assam,2019,Q1,43515,89813448,781001
Assam,2019,Q1,42671,51768766,782127
Assam,2019,Q1,42533,61584131,781136
Assam,2019,Q1,39406,76359941,781038
Assam,2019,Q1,32414,45265938,781314
Assam,2019,Q2,1651072,3400967170,781010
Assam,2019,Q2,67144,136158592,781032
Assam,2019,Q2,61117,41121611,781039
Assam,2019,Q2,56840,133563591,781022
Assam,2019,Q2,45316,99439900,781001
Assam,2019,Q2,40783,85345393,781038
Assam,2019,Q2,35256,71372278,781011
Assam,2019,Q2,35051,88623379,781028
Assam,2019,Q2,34614,71776708,781019
Assam,2019,Q2,34411,68114448,785001
Assam,2019,Q3,1013793,3958005278,781010
Assam,2019,Q3,94854,170916940,781032
Assam,2019,Q3,79856,158778818,781022
Assam,2019,Q3,76010,53729190,781039
Assam,2019,Q3,62282,124589790,781001
Assam,2019,Q3,58487,113539110,781038
Assam,2019,Q3,51280,92682137,781019
Assam,2019,Q3,49702,92674425,781011
Assam,2019,Q3,49020,109565259,781028
Assam,2019,Q3,48872,88506490,781005
Assam,2019,Q4,1082582,4255353965,781010
Assam,2019,Q4,168681,609655507,781009
Assam,2019,Q4,100676,185406119,781032
Assam,2019,Q4,93370,61392432,781039
Assam,2019,Q4,87774,183566068,781022
Assam,2019,Q4,68636,147064092,781001
Assam,2019,Q4,64729,129171976,781038
Assam,2019,Q4,55522,108944084,781011
Assam,2019,Q4,54001,122295825,781028
Assam,2019,Q4,53185,96803120,781019
Assam,2020,Q1,1780036,7174086430,781009
Assam,2020,Q1,118710,214331822,781032
Assam,2020,Q1,112344,71576592,781039
Assam,2020,Q1,107942,230073726,781022
Assam,2020,Q1,79047,168980460,781001
Assam,2020,Q1,77757,151759510,781038
Assam,2020,Q1,67504,156019307,781028
Assam,2020,Q1,66187,133654758,781011
Assam,2020,Q1,62192,112929794,781019
Assam,2020,Q1,57925,113264666,781005
Assam,2020,Q2,1192185,4778567764,781009
Assam,2020,Q2,98935,166763954,781032
Assam,2020,Q2,89467,179401031,781022
Assam,2020,Q2,73336,119626131,783380
Assam,2020,Q2,71811,123805864,781038
Assam,2020,Q2,64789,139873982,781028
Assam,2020,Q2,63697,111255037,781011
Assam,2020,Q2,60266,116013366,786001
Assam,2020,Q2,59364,95325866,782435
Assam,2020,Q2,59124,122990395,781001
Assam,2020,Q3,2659242,10013749462,781009
Assam,2020,Q3,118055,232420643,781032
Assam,2020,Q3,116668,338398316,786001
Assam,2020,Q3,112568,249091248,781022
Assam,2020,Q3,88704,179615224,781038
Assam,2020,Q3,80101,178370369,783380
Assam,2020,Q3,79450,195889630,781028
Assam,2020,Q3,74329,171892777,781001
Assam,2020,Q3,72486,143646695,781011
Assam,2020,Q3,69823,156945730,781012
Assam,2020,Q4,2706533,10280991607,781009
Assam,2020,Q4,208338,423133157,781032
Assam,2020,Q4,191909,448388467,781022
Assam,2020,Q4,146326,361729899,781001
Assam,2020,Q4,141467,305286931,781038
Assam,2020,Q4,136686,399891954,786001
Assam,2020,Q4,124055,335253852,781028
Assam,2020,Q4,115652,275380157,781011
Assam,2020,Q4,109902,224541693,781019
Assam,2020,Q4,107715,228190617,781005
Assam,2021,Q1,6524270,17428233384,781009
Assam,2021,Q1,223886,596404833,786001
Assam,2021,Q1,220209,532676696,781022
Assam,2021,Q1,219173,454425488,781032
Assam,2021,Q1,164447,415951266,781001
Assam,2021,Q1,147267,339125036,781038
Assam,2021,Q1,134378,379837463,781028
Assam,2021,Q1,121609,125229899,781039
Assam,2021,Q1,118996,298364755,781011
Assam,2021,Q1,115698,244218722,781019
Assam,2021,Q2,9152474,20665273162,781009
Assam,2021,Q2,301912,712393100,786001
Assam,2021,Q2,214544,426648785,781032
Assam,2021,Q2,210224,485126089,781022
Assam,2021,Q2,156202,329131794,781038
Assam,2021,Q2,141496,376162457,781028
Assam,2021,Q2,141071,380180308,781319
Assam,2021,Q2,140945,344252530,781001
